"Collector","Class","Order","Family","Species_COL","Species_rep","Subspecies_rep","Year","X","Y","Xmin","Xmax","Ymin","Ymax","Site","Country","Sampling_area","Sampling_area_unit","Density","Density_unit","SE","SD","CI90","CI95","CV","Method","Method2","Notes_method","Season","Native","Notes","Ref_N"
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1992–2005",-124,40,NA,NA,NA,NA,"Coast of Oregon and California","United States",NA,NA,"0.00177","ind/km2",NA,NA,NA,"0.00065-0.00389",NA,"Distance_Sampling_corrected","MRDS","g(0) estimated with a second independent observer","Summer – Autumn",TRUE,NA,1300
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.1173","ind/km2","0.0247",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","July",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.1283","ind/km2","0.014",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","September",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.1647","ind/km2","0.0227",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","October",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.1043","ind/km2","0.0363",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","June",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.154","ind/km2","0.02",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","September",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.0403","ind/km2","0.0457",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","May",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.1173","ind/km2","0.03",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","August",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.102","ind/km2","0.0243",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","June",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.111","ind/km2","0.0437",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","July",TRUE,NA,1703
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2018–2019",12.55,45.1,NA,NA,NA,NA,"Venice coast (Adriatic sea)","Italy",NA,NA,"0.097","ind/km2","0.0397",NA,NA,NA,NA,"Mark_Recapture",NA,"Cormack-Jolly-Seber","May",TRUE,NA,1703
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2000–2003",NA,NA,NA,NA,NA,NA,"Alboran Sea ","Spain",NA,NA,"0.049","ind/km2",NA,NA,NA,"278-744","28","Distance_Sampling_corrected",NA,"Corrected with various methods, miss referenced as it reports other sources",NA,TRUE,NA,1712
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2001–2003",NA,NA,NA,NA,NA,NA,"Alboran Sea ","Spain",NA,NA,"0.066","ind/km2",NA,NA,NA,"146-461","28","Distance_Sampling_corrected",NA,"Corrected with various methods, miss referenced as it reports other sources",NA,TRUE,NA,1712
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",-166.5,24,NA,NA,NA,NA,"Hawaiian Archipelago","United States",NA,NA,"0.0054","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected","Line transects","g(0) extracted from Barlow (2015)","April – December",TRUE,NA,1315
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2010",-166.5,24,NA,NA,NA,NA,"Hawaiian Archipelago","United States",NA,NA,"0.0056","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected","Line transects","g(0) extracted from Barlow (2015)","April – December",TRUE,NA,1315
"Christos Karoulis","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2017",-166.5,24,NA,NA,NA,NA,"Hawaiian Archipelago","United States",NA,NA,"0.0059","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected","Line transects","g(0) extracted from Barlow (2015)","April – December",TRUE,NA,1315
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2001–2003",11.022,34.266,NA,NA,NA,NA,"Tunisian Waters ","Tunisian",NA,NA,"0.19","ind/km2",NA,NA,NA,"0.0976-0.3735","33.9","Distance_Sampling",NA,NA,NA,TRUE,NA,1711
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1983",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.14401","ind/km2","0.00111",NA,NA,NA,"13","Distance_Sampling","Line transects","Aerial survey","April – May",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1982",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.17131","ind/km2","0.00438",NA,NA,NA,"23","Distance_Sampling","Line transects","Aerial survey","October – November",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1983",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.0595","ind/km2","0.00146",NA,NA,NA,"20","Distance_Sampling","Line transects","Aerial survey","July – August",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1982",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.11011","ind/km2","0.00327",NA,NA,NA,"27","Distance_Sampling","Line transects","Aerial survey","July – August",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1982",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.0769","ind/km2","0.00186",NA,NA,NA,"23.39","Distance_Sampling","Line transects","Aerial survey","April – May",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1983",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.08528","ind/km2","0.01641",NA,NA,NA,"39","Distance_Sampling","Line transects","Aerial survey","October – November",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1983",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.12318","ind/km2","0.00237",NA,NA,NA,"20","Distance_Sampling","Line transects","Aerial survey","January – February",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1984",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.13473","ind/km2","0.00158",NA,NA,NA,"16.41","Distance_Sampling","Line transects","Aerial survey","April – May",TRUE,NA,1700
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1984",-78.645,29.9,NA,NA,NA,NA,"south of Cape Hatteras, North Carolina","USA",NA,NA,"0.15309","ind/km2","0.01914",NA,NA,NA,"34.38","Distance_Sampling","Line transects","Aerial survey","July – August",TRUE,NA,1700
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2001",36.702,45.265,NA,NA,NA,NA,"Kerch Strait",NA,NA,NA,"0.09","ind/km2",NA,NA,NA,"0.03�0.22",NA,"Distance_Sampling","Line transects","Aerial survey","July",TRUE,NA,1704
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1986–2010",-165.785,23.32,NA,NA,NA,NA,"Pelagic","Hawaiian Islands EEZ",NA,NA,"0.00899","ind/km2",NA,NA,NA,NA,"57","Distance_Sampling_corrected","Line transects","Vessel survey, g(0) derived from Barlow, 2015","August – December",TRUE,"Density values converted from n/1000Km2 to n/km2",1311
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2009–2016",16.972,40.35,NA,NA,NA,NA,"Gulf of Taranto","Italy",NA,NA,"0.17","ind/km2",NA,NA,NA,"0.11-0.28","23.84","Distance_Sampling","Line transects",NA,NA,TRUE,NA,1689
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-118.485,32.9,NA,NA,NA,NA,"San clemente Island","California",NA,NA,"0.025","ind/km2",NA,NA,NA,NA,"50","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated based on published dive profile data","Year round",TRUE,NA,1209
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-118.485,32.9,NA,NA,NA,NA,"San clemente Island","California",NA,NA,"0.015","ind/km2",NA,NA,NA,NA,"67","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated based on published dive profile data","May – October",TRUE,NA,1209
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-118.515,32.7,NA,NA,NA,NA,"San Clemente Island (Inshore)","California",NA,NA,"0.09","ind/km2",NA,NA,NA,NA,"41","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated based on published dive profile data","Year round",TRUE,NA,1209
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-118.485,32.9,NA,NA,NA,NA,"San clemente Island","California",NA,NA,"0.034","ind/km2",NA,NA,NA,NA,"66","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated based on published dive profile data","November – April",TRUE,NA,1209
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-118.485,32.9,NA,NA,NA,NA,"San Clemente Island (Offshore)","California",NA,NA,"0.0032","ind/km2",NA,NA,NA,NA,"61","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated based on published dive profile data","Year round",TRUE,NA,1209
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2001–2003",0.085,39.382,NA,NA,NA,NA,"central Spanish Mediterranean","Spain",NA,NA,"0.041","ind/km2",NA,NA,NA,"0.023-0.075","30.8","Distance_Sampling_corrected","Line transects","For Risso Dolphin, non corrected DS.",NA,TRUE,NA,1709
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2013–2015",4.187,43.017,NA,NA,NA,NA,"Gulf of Lion ","France",NA,NA,"0.047","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Photo-identification","Spring",TRUE,NA,1705
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1995",123.6,10.1,NA,NA,NA,NA,"Tanon strait","Philippines",NA,NA,"0.01","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected",NA,"g(0) obtained from other sources","May – June",TRUE,NA,1649
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1994–1995",122.85,9.25,NA,NA,NA,NA,"Sulu sea","Philippines",NA,NA,"0.11","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected",NA,"g(0) obtained from other sources","May – June",TRUE,NA,1649
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1991",8.522,40.976,NA,NA,NA,NA,"Gulf of Asinara","Italy",NA,NA,"0.057","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey, Windous program",NA,TRUE,NA,1698
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1991",8.239,40.619,NA,NA,NA,NA,"Capo Argentina-Punta Poglina","Italy",NA,NA,"0.064","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,"Vessel survey, Windous program",NA,TRUE,NA,1698
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",2.217,41.247,NA,NA,NA,NA,"Catalan coast","Spain",NA,NA,"0.036","ind/km2",NA,NA,NA,NA,"56","Distance_Sampling","Line transects",NA,"Spring – Autumn",TRUE,NA,1695
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",2.662,40.293,NA,NA,NA,NA,"Catalan coast and Balearic Sea","Spain",NA,NA,"0.088","ind/km2",NA,NA,NA,"0.019-0.182","47","Distance_Sampling","Line transects",NA,NA,TRUE,NA,1695
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",2.776,39.389,NA,NA,NA,NA,"Inshore Balearic Islands","Spain",NA,NA,"0.085","ind/km2",NA,NA,NA,"0.034-0.153","47","Distance_Sampling","Line transects",NA,NA,TRUE,NA,1695
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",2.7035,40.009,NA,NA,NA,NA,"Offshore Balearic Sea","Spain",NA,NA,"0.109","ind/km2",NA,NA,NA,NA,"52","Distance_Sampling","Line transects",NA,NA,TRUE,NA,1695
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-122.25,32.25,NA,NA,NA,NA,"Southern California","United States",NA,NA,"0.0063","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected",NA,"g(0) obtained from other sources","June – July",TRUE,NA,1293
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-123.5,38.25,NA,NA,NA,NA,"Central and Northern California","United States",NA,NA,"5e-04","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling_corrected",NA,"g(0) obtained from other sources","June – July",TRUE,NA,1293
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1991–1992",-121.755,36.594,NA,NA,NA,NA,"Californian Current","California",NA,NA,"0.0123","ind/km2",NA,NA,NA,NA,"48.7","Distance_Sampling_corrected","Line transects","Aerial survey, g(0) estimated","February – April",TRUE,"Aerial survey",1325
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1991",-121.755,36.594,NA,NA,NA,NA,"Californian Current","California",NA,NA,"0.00442","ind/km2",NA,NA,NA,NA,"64","Distance_Sampling_corrected","Line transects","Vessel survey, g(0) estimated","July – November",TRUE,"Ship survey",1325
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-52.05,-32.05,NA,NA,NA,NA,"Patos lagoon estuary","Brazil",NA,NA,"1.275","ind/km2","0.03025",NA,NA,"1.225-1.325","2","Mark_Recapture",NA,"Chapman’s modification of the Lincoln-Petersen estimator","August – December",TRUE,NA,1702
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",-52.05,-32.05,NA,NA,NA,NA,"Patos lagoon estuary","Brazil",NA,NA,"1.275","ind/km2","0.05325",NA,NA,"1.275-1.5","4","Mark_Recapture",NA,"Heterogeneity model","August – December",TRUE,NA,1702
"Luca Santini","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–2001",-89.5,28,NA,NA,NA,NA,"Gulf of Mexico",NA,NA,NA,"0.103","ind/km2",NA,NA,NA,"0.0629-0.1687",NA,"Distance_Sampling","Line transects","Aerial survey","Autumn",TRUE,NA,1692
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",-79.213,31,NA,NA,NA,NA,"Chas/jax","United States",NA,NA,"0.0918","ind/km2",NA,NA,NA,NA,"49.5","Distance_Sampling","Line transects","g(0)=1","February – April",TRUE,NA,1354
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",-75.709,34,NA,NA,NA,NA,"Cherry point","United States",NA,NA,"0.0718","ind/km2",NA,NA,NA,NA,"40.1","Distance_Sampling","Line transects","g(0)=1","February – April",TRUE,NA,1354
"Carlotta Vivaldi","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2002",-74.0935,37,NA,NA,NA,NA,"Va capes/Virginia Capes Region","United States",NA,NA,"0.0508","ind/km2",NA,NA,NA,NA,"40.7","Distance_Sampling","Line transects","g(0)=1","February – April",TRUE,NA,1354
"Davide Mirante","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2004",-78.45,31,NA,NA,NA,NA,"South Atlantic Slope","East USA",NA,NA,"0.183","ind/km2",NA,NA,NA,NA,"37","Distance_Sampling_corrected","Line transects","Vessel survey","June – August",TRUE,NA,1645
"Davide Mirante","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2004",-73,34,NA,NA,NA,NA,"Mid Atlantic slope","East USA",NA,NA,"0.034","ind/km2",NA,NA,NA,NA,"69","Distance_Sampling_corrected","Line transects","Vessel survey","June – August",TRUE,NA,1645
"Davide Mirante","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2004",-75,35,NA,NA,NA,NA,"Mid Atlantic shelf break","East USA",NA,NA,"0.312","ind/km2",NA,NA,NA,NA,"46","Distance_Sampling_corrected","Line transects","Vessel survey","June – August",TRUE,NA,1645
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2005",8.826,42.769,NA,NA,NA,NA,"All Pelagos ","France-Italy",NA,NA,"0.005","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,1708
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",8.826,42.769,NA,NA,NA,NA,"All Pelagos ","France-Italy",NA,NA,"0.006","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,1708
"Giulia Boratto & Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2006",8.826,42.769,NA,NA,NA,NA,"All Pelagos ","France-Italy",NA,NA,"0.007","ind/km2",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,1708
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2000–2001",-83.25,27,NA,NA,NA,NA,"west Florida continental shelf","USA",NA,NA,"0.13","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – October",TRUE,NA,1690
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1998–1999",-83.25,27,NA,NA,NA,NA,"west Florida continental shelf","USA",NA,NA,"0.034","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – October",TRUE,NA,1690
"Valeria Mendez","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"1999–2000",-83.25,27,NA,NA,NA,NA,"west Florida continental shelf","USA",NA,NA,"0.069","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects",NA,"November – October",TRUE,NA,1690
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-10.7585,43.9,NA,NA,NA,NA,"CODA-3",NA,NA,NA,"0.005","ind/km2",NA,NA,NA,NA,"82","Distance_Sampling_corrected","MRDS","Vessel survey, g(0) estimated with independent observer","July",TRUE,NA,1304
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-12.142,48.9,NA,NA,NA,NA,"CODA-2",NA,NA,NA,"0.03","ind/km2",NA,NA,NA,NA,"33","Distance_Sampling_corrected","MRDS","Vessel survey, g(0) estimated with independent observer","July",TRUE,NA,1304
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-10.989,57.45,NA,NA,NA,NA,"CODA-1",NA,NA,NA,"0.02","ind/km2",NA,NA,NA,NA,"35","Distance_Sampling_corrected","MRDS","Vessel survey, g(0) estimated with independent observer","July",TRUE,NA,1304
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2007",-4.774,45.068,NA,NA,NA,NA,"CODA-4",NA,NA,NA,"0.01","ind/km2",NA,NA,NA,NA,"45","Distance_Sampling_corrected","MRDS","Vessel survey, g(0) estimated with independent observer","July",TRUE,NA,1304
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",6.8445,57.653,NA,NA,NA,NA,"North Sea (P)",NA,NA,NA,"0.002","ind/km2",NA,NA,NA,NA,"99","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-7.2245,45.912,NA,NA,NA,NA,"Bay of Biscay (9)",NA,NA,NA,"0.041","ind/km2",NA,NA,NA,NA,"63.3","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","July – August",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-4.0205,46.72,NA,NA,NA,NA,"Celtic/Irish Sea (B)",NA,NA,NA,"0.058","ind/km2",NA,NA,NA,NA,"38","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-5.7165,55.616,NA,NA,NA,NA,"West Scotland (G)",NA,NA,NA,"0.121","ind/km2",NA,NA,NA,NA,"68","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-1.0085,56.449,NA,NA,NA,NA,"North Sea (R)",NA,NA,NA,"0.03","ind/km2",NA,NA,NA,NA,"86","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-10.865,57.639,NA,NA,NA,NA,"Atlantic - west of Scotland (8)",NA,NA,NA,"0.007","ind/km2",NA,NA,NA,NA,"63.4","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-5.748,43.757,NA,NA,NA,NA,"Iberian Peninsula (AC)",NA,NA,NA,"0.12","ind/km2",NA,NA,NA,NA,"48","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-5.0155,44.361,NA,NA,NA,NA,"Bay of Biscay (13)",NA,NA,NA,"0.013","ind/km2",NA,NA,NA,NA,"105.6","Distance_Sampling_corrected","MRDS","Vessel survey, (0) estimated with independent observer","July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-8.48,56.991,NA,NA,NA,NA,"West Scotland (H)",NA,NA,NA,"0.003","ind/km2",NA,NA,NA,NA,"101","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-9.4205,39.746,NA,NA,NA,NA,"Iberian Peninsula (AB)",NA,NA,NA,"0.028","ind/km2",NA,NA,NA,NA,"70","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
"Davide Fundarò","Mammalia","Cetartiodactyla","Delphinidae","Tursiops truncatus","Tursiops truncatus",NA,"2016",-2.847,59.454,NA,NA,NA,NA,"North Sea (S)",NA,NA,NA,"0.004","ind/km2",NA,NA,NA,NA,"101","Distance_Sampling_corrected","MRDS","Aerial survey, (0) estimated with independent observer","June – July",TRUE,NA,1292
